item,kind,defining_package,defining_module,visibility,public_path,compilation_cells,execution_models,resource_profiles,capability_roles,requirements,current_path,migration_action,status
host_binding_call_start_cancel,function,clinkz-wot-core,binding,public,clinkz_wot_core::HostBindingCall::start_cancel,std,host-async,gateway-default-v1,producer|consumer,BIND-HOST-CANCEL-001|BIND-CALL-CANCEL-001,absent,add,frozen
host_binding_call_poll_cancel,function,clinkz-wot-core,binding,public,clinkz_wot_core::HostBindingCall::poll_cancel,std,host-async,gateway-default-v1,producer|consumer,BIND-HOST-CANCEL-001|BIND-CALL-CANCEL-001|BIND-PROGRESS-001,absent,add,frozen
host_binding_call_next_deadline,function,clinkz-wot-core,binding,public,clinkz_wot_core::HostBindingCall::next_deadline,std,host-async,gateway-default-v1,producer|consumer,BIND-HOST-CANCEL-001|BIND-PROGRESS-001,absent,add,frozen
ServerBinding,trait,clinkz-wot-core,binding,public,clinkz_wot_core::ServerBinding,std,host-async,gateway-default-v1,producer,BIND-REG-001|BIND-ROUTE-001|BIND-DELIVERY-001,core/src/inbound.rs,replace,frozen
server_binding_prepare,function,clinkz-wot-core,binding,public,clinkz_wot_core::ServerBinding::prepare,std,host-async,gateway-default-v1,producer,BIND-ROUTE-001|BIND-HOST-CANCEL-001,absent,add,frozen
server_binding_start_readiness,function,clinkz-wot-core,binding,public,clinkz_wot_core::ServerBinding::start_readiness,std,host-async,gateway-default-v1,producer,BIND-ROUTE-001|LIFE-EXPOSE-002,absent,add,frozen
server_binding_activate,function,clinkz-wot-core,binding,public,clinkz_wot_core::ServerBinding::activate,std,host-async,gateway-default-v1,producer,BIND-ROUTE-001|LIFE-EXPOSE-002|BIND-HOST-CANCEL-001,absent,add,frozen
server_binding_commit,function,clinkz-wot-core,binding,public,clinkz_wot_core::ServerBinding::commit,std,host-async,gateway-default-v1,producer,BIND-ROUTE-001|LIFE-EXPOSE-002|BIND-HOST-CANCEL-001,absent,add,frozen
server_binding_poll_accept,function,clinkz-wot-core,binding,public,clinkz_wot_core::ServerBinding::poll_accept,std,host-async,gateway-default-v1,producer,BIND-ROUTE-001|BIND-IO-001|BIND-MEM-001,absent,add,frozen
server_binding_abort,function,clinkz-wot-core,binding,public,clinkz_wot_core::ServerBinding::abort,std,host-async,gateway-default-v1,producer,BIND-ROUTE-001|LIFE-EXPOSE-003|BIND-CALL-CANCEL-001,absent,add,frozen
server_binding_shutdown,function,clinkz-wot-core,binding,public,clinkz_wot_core::ServerBinding::shutdown,std,host-async,gateway-default-v1,producer,BIND-ROUTE-001|LIFE-EXPOSE-003|BIND-CALL-CANCEL-001,absent,add,frozen
server_binding_deliver_response,function,clinkz-wot-core,binding,public,clinkz_wot_core::ServerBinding::deliver_response,std,host-async,gateway-default-v1,producer,BIND-DELIVERY-001|BIND-HOST-CANCEL-001,absent,add,frozen
server_binding_publish,function,clinkz-wot-core,binding,public,clinkz_wot_core::ServerBinding::publish,std,host-async,gateway-default-v1,producer,BIND-DELIVERY-001|BIND-HOST-CANCEL-001|PRODUCER-EMIT-001,absent,add,frozen
ClientBinding,trait,clinkz-wot-core,binding,public,clinkz_wot_core::ClientBinding,std,host-async,gateway-default-v1,consumer,BIND-REG-001|BIND-OUT-001|BIND-HOST-CANCEL-001,core/src/outbound.rs,replace,frozen
client_binding_invoke,function,clinkz-wot-core,binding,public,clinkz_wot_core::ClientBinding::invoke,std,host-async,gateway-default-v1,consumer,BIND-OUT-001|BIND-HOST-CANCEL-001,absent,add,frozen
client_binding_subscribe,function,clinkz-wot-core,binding,public,clinkz_wot_core::ClientBinding::subscribe,std,host-async,gateway-default-v1,consumer,BIND-OUT-001|BIND-HOST-CANCEL-001|BIND-PROGRESS-001,absent,add,frozen
HostSubscriptionStart,type,clinkz-wot-core,binding,public,clinkz_wot_core::HostSubscriptionStart,std,host-async,gateway-default-v1,consumer,BIND-PROGRESS-001|BIND-MEM-001,absent,add,frozen
HostSubscriptionDriverBox,type,clinkz-wot-core,binding,public,clinkz_wot_core::HostSubscriptionDriverBox,std,host-async,gateway-default-v1,consumer,BIND-PROGRESS-001|STATE-SUB-001|BIND-CALL-CANCEL-001|BIND-MEM-001,absent,add,frozen
host_subscription_driver_box_new,function,clinkz-wot-core,binding,public,clinkz_wot_core::HostSubscriptionDriverBox::new,std,host-async,gateway-default-v1,consumer,BIND-PROGRESS-001|BIND-MEM-001,absent,add,frozen
host_subscription_driver_box_as_pin_mut,function,clinkz-wot-core,binding,public,clinkz_wot_core::HostSubscriptionDriverBox::as_pin_mut,std,host-async,gateway-default-v1,consumer,BIND-PROGRESS-001|STATE-SUB-001,absent,add,frozen
host_subscription_driver_box_into_cleanup_transfer,function,clinkz-wot-core,binding,public,clinkz_wot_core::HostSubscriptionDriverBox::into_cleanup_transfer,std,host-async,gateway-default-v1,consumer,BIND-PROGRESS-001|STATE-SUB-001|BIND-CALL-CANCEL-001,absent,add,frozen
HostSubscriptionDriver,trait,clinkz-wot-core,binding,public,clinkz_wot_core::HostSubscriptionDriver,std,host-async,gateway-default-v1,consumer,BIND-PROGRESS-001|STATE-SUB-001|BIND-CALL-CANCEL-001|BIND-MEM-001,absent,add,frozen
host_subscription_driver_poll_item,function,clinkz-wot-core,binding,public,clinkz_wot_core::HostSubscriptionDriver::poll_item,std,host-async,gateway-default-v1,consumer,BIND-PROGRESS-001|STATE-SUB-001,absent,add,frozen
host_subscription_driver_start_stop,function,clinkz-wot-core,binding,public,clinkz_wot_core::HostSubscriptionDriver::start_stop,std,host-async,gateway-default-v1,consumer,BIND-PROGRESS-001|STATE-SUB-001|BIND-CALL-CANCEL-001,absent,add,frozen
host_subscription_driver_poll_stop,function,clinkz-wot-core,binding,public,clinkz_wot_core::HostSubscriptionDriver::poll_stop,std,host-async,gateway-default-v1,consumer,BIND-PROGRESS-001|STATE-SUB-001|BIND-CALL-CANCEL-001,absent,add,frozen
host_subscription_driver_next_deadline,function,clinkz-wot-core,binding,public,clinkz_wot_core::HostSubscriptionDriver::next_deadline,std,host-async,gateway-default-v1,consumer,BIND-PROGRESS-001|STATE-SUB-001|BIND-CALL-CANCEL-001,absent,add,frozen
ClientRequestSlot,state_record,clinkz-wot-core,binding,public,clinkz_wot_core::ClientRequestSlot,no-default|async-no-std|std,manual-poll,application-static,consumer,BIND-STORAGE-001|BIND-PROGRESS-001|BIND-MEM-001,absent,add,frozen
ClientSubscriptionSlot,state_record,clinkz-wot-core,binding,public,clinkz_wot_core::ClientSubscriptionSlot,no-default|async-no-std|std,manual-poll,application-static,consumer,BIND-STORAGE-001|BIND-PROGRESS-001|BIND-MEM-001,absent,add,frozen
ServerRouteSlot,state_record,clinkz-wot-core,binding,public,clinkz_wot_core::ServerRouteSlot,no-default|async-no-std|std,manual-poll,application-static,producer,BIND-STORAGE-001|BIND-ROUTE-001|BIND-MEM-001,absent,add,frozen
RouteReadinessSlot,state_record,clinkz-wot-core,binding,public,clinkz_wot_core::RouteReadinessSlot,no-default|async-no-std|std,manual-poll,application-static,producer,BIND-STORAGE-001|BIND-ROUTE-001|BIND-MEM-001,absent,add,frozen
ServerResponseSlot,state_record,clinkz-wot-core,binding,public,clinkz_wot_core::ServerResponseSlot,no-default|async-no-std|std,manual-poll,application-static,producer,BIND-STORAGE-001|BIND-DELIVERY-001|BIND-MEM-001,absent,add,frozen
BindingCleanupSlot,state_record,clinkz-wot-core,binding,public,clinkz_wot_core::BindingCleanupSlot,no-default|async-no-std|std,manual-poll,application-static,producer|consumer,BIND-STORAGE-001|BIND-CALL-CANCEL-001|BIND-MEM-001,absent,add,frozen
PollClientBinding,trait,clinkz-wot-core,binding,public,clinkz_wot_core::PollClientBinding,no-default|async-no-std|std,manual-poll,application-static,consumer,BIND-REG-001|BIND-STORAGE-001|BIND-PROGRESS-001,absent,add,frozen
PollClientRequestState,type,clinkz-wot-core,binding,public,clinkz_wot_core::PollClientBinding::RequestState,no-default|async-no-std|std,manual-poll,application-static,consumer,BIND-STORAGE-001|BIND-MEM-001,absent,add,frozen
PollClientSubscriptionState,type,clinkz-wot-core,binding,public,clinkz_wot_core::PollClientBinding::SubscriptionState,no-default|async-no-std|std,manual-poll,application-static,consumer,BIND-STORAGE-001|BIND-MEM-001,absent,add,frozen
poll_client_request_state_layout,function,clinkz-wot-core,binding,public,clinkz_wot_core::PollClientBinding::request_state_layout,no-default|async-no-std|std,manual-poll,application-static,consumer,BIND-STORAGE-001|BIND-MEM-001,absent,add,frozen
poll_client_subscription_state_layout,function,clinkz-wot-core,binding,public,clinkz_wot_core::PollClientBinding::subscription_state_layout,no-default|async-no-std|std,manual-poll,application-static,consumer,BIND-STORAGE-001|BIND-MEM-001,absent,add,frozen
poll_client_start_request,function,clinkz-wot-core,binding,public,clinkz_wot_core::PollClientBinding::start_request,no-default|async-no-std|std,manual-poll,application-static,consumer,BIND-STORAGE-001|BIND-OUT-001|BIND-PROGRESS-001,absent,add,frozen
poll_client_poll_request,function,clinkz-wot-core,binding,public,clinkz_wot_core::PollClientBinding::poll_request,no-default|async-no-std|std,manual-poll,application-static,consumer,BIND-STORAGE-001|BIND-PROGRESS-001,absent,add,frozen
poll_client_poll_cancel_request,function,clinkz-wot-core,binding,public,clinkz_wot_core::PollClientBinding::poll_cancel_request,no-default|async-no-std|std,manual-poll,application-static,consumer,BIND-STORAGE-001|BIND-CALL-CANCEL-001|BIND-PROGRESS-001,absent,add,frozen
poll_client_acknowledge_request,function,clinkz-wot-core,binding,public,clinkz_wot_core::PollClientBinding::acknowledge_request,no-default|async-no-std|std,manual-poll,application-static,consumer,BIND-STORAGE-001|BIND-PROGRESS-001,absent,add,frozen
poll_client_start_subscription,function,clinkz-wot-core,binding,public,clinkz_wot_core::PollClientBinding::start_subscription,no-default|async-no-std|std,manual-poll,application-static,consumer,BIND-STORAGE-001|BIND-OUT-001|BIND-PROGRESS-001,absent,add,frozen
poll_client_poll_subscription_start,function,clinkz-wot-core,binding,public,clinkz_wot_core::PollClientBinding::poll_subscription_start,no-default|async-no-std|std,manual-poll,application-static,consumer,BIND-STORAGE-001|BIND-PROGRESS-001,absent,add,frozen
poll_client_poll_cancel_subscription_start,function,clinkz-wot-core,binding,public,clinkz_wot_core::PollClientBinding::poll_cancel_subscription_start,no-default|async-no-std|std,manual-poll,application-static,consumer,BIND-STORAGE-001|BIND-CALL-CANCEL-001|BIND-PROGRESS-001,absent,add,frozen
poll_client_poll_subscription_item,function,clinkz-wot-core,binding,public,clinkz_wot_core::PollClientBinding::poll_subscription_item,no-default|async-no-std|std,manual-poll,application-static,consumer,BIND-STORAGE-001|BIND-PROGRESS-001|STATE-SUB-001,absent,add,frozen
poll_client_start_subscription_stop,function,clinkz-wot-core,binding,public,clinkz_wot_core::PollClientBinding::start_subscription_stop,no-default|async-no-std|std,manual-poll,application-static,consumer,BIND-STORAGE-001|BIND-CALL-CANCEL-001|STATE-SUB-001,absent,add,frozen
poll_client_poll_subscription_stop,function,clinkz-wot-core,binding,public,clinkz_wot_core::PollClientBinding::poll_subscription_stop,no-default|async-no-std|std,manual-poll,application-static,consumer,BIND-STORAGE-001|BIND-CALL-CANCEL-001|BIND-PROGRESS-001|STATE-SUB-001,absent,add,frozen
poll_client_acknowledge_subscription,function,clinkz-wot-core,binding,public,clinkz_wot_core::PollClientBinding::acknowledge_subscription,no-default|async-no-std|std,manual-poll,application-static,consumer,BIND-STORAGE-001|BIND-PROGRESS-001|STATE-SUB-001,absent,add,frozen
PollServerBinding,trait,clinkz-wot-core,binding,public,clinkz_wot_core::PollServerBinding,no-default|async-no-std|std,manual-poll,application-static,producer,BIND-REG-001|BIND-STORAGE-001|BIND-ROUTE-001|BIND-DELIVERY-001,absent,add,frozen
PollServerRouteState,type,clinkz-wot-core,binding,public,clinkz_wot_core::PollServerBinding::RouteState,no-default|async-no-std|std,manual-poll,application-static,producer,BIND-STORAGE-001|BIND-ROUTE-001|BIND-MEM-001,absent,add,frozen
PollServerReadinessState,type,clinkz-wot-core,binding,public,clinkz_wot_core::PollServerBinding::ReadinessState,no-default|async-no-std|std,manual-poll,application-static,producer,BIND-STORAGE-001|BIND-ROUTE-001|BIND-MEM-001,absent,add,frozen
PollServerResponseState,type,clinkz-wot-core,binding,public,clinkz_wot_core::PollServerBinding::ResponseState,no-default|async-no-std|std,manual-poll,application-static,producer,BIND-STORAGE-001|BIND-DELIVERY-001|BIND-MEM-001,absent,add,frozen
PollServerEmissionState,type,clinkz-wot-core,binding,public,clinkz_wot_core::PollServerBinding::EmissionState,no-default|async-no-std|std,manual-poll,application-static,producer,BIND-STORAGE-001|BIND-DELIVERY-001|BIND-MEM-001,absent,add,frozen
poll_server_route_state_layout,function,clinkz-wot-core,binding,public,clinkz_wot_core::PollServerBinding::route_state_layout,no-default|async-no-std|std,manual-poll,application-static,producer,BIND-STORAGE-001|BIND-MEM-001,absent,add,frozen
poll_server_readiness_state_layout,function,clinkz-wot-core,binding,public,clinkz_wot_core::PollServerBinding::readiness_state_layout,no-default|async-no-std|std,manual-poll,application-static,producer,BIND-STORAGE-001|BIND-MEM-001,absent,add,frozen
poll_server_response_state_layout,function,clinkz-wot-core,binding,public,clinkz_wot_core::PollServerBinding::response_state_layout,no-default|async-no-std|std,manual-poll,application-static,producer,BIND-STORAGE-001|BIND-MEM-001,absent,add,frozen
poll_server_emission_state_layout,function,clinkz-wot-core,binding,public,clinkz_wot_core::PollServerBinding::emission_state_layout,no-default|async-no-std|std,manual-poll,application-static,producer,BIND-STORAGE-001|BIND-MEM-001,absent,add,frozen
poll_server_start_prepare,function,clinkz-wot-core,binding,public,clinkz_wot_core::PollServerBinding::start_prepare,no-default|async-no-std|std,manual-poll,application-static,producer,BIND-STORAGE-001|BIND-ROUTE-001|BIND-PROGRESS-001,absent,add,frozen
poll_server_poll_prepare,function,clinkz-wot-core,binding,public,clinkz_wot_core::PollServerBinding::poll_prepare,no-default|async-no-std|std,manual-poll,application-static,producer,BIND-STORAGE-001|BIND-ROUTE-001|BIND-PROGRESS-001,absent,add,frozen
poll_server_poll_cancel_prepare,function,clinkz-wot-core,binding,public,clinkz_wot_core::PollServerBinding::poll_cancel_prepare,no-default|async-no-std|std,manual-poll,application-static,producer,BIND-STORAGE-001|BIND-ROUTE-001|BIND-CALL-CANCEL-001,absent,add,frozen
poll_server_start_readiness,function,clinkz-wot-core,binding,public,clinkz_wot_core::PollServerBinding::start_readiness,no-default|async-no-std|std,manual-poll,application-static,producer,BIND-STORAGE-001|BIND-ROUTE-001|BIND-PROGRESS-001,absent,add,frozen
poll_server_poll_readiness,function,clinkz-wot-core,binding,public,clinkz_wot_core::PollServerBinding::poll_readiness,no-default|async-no-std|std,manual-poll,application-static,producer,BIND-STORAGE-001|BIND-ROUTE-001|BIND-PROGRESS-001,absent,add,frozen
poll_server_poll_cancel_readiness,function,clinkz-wot-core,binding,public,clinkz_wot_core::PollServerBinding::poll_cancel_readiness,no-default|async-no-std|std,manual-poll,application-static,producer,BIND-STORAGE-001|BIND-ROUTE-001|BIND-CALL-CANCEL-001,absent,add,frozen
poll_server_start_activate,function,clinkz-wot-core,binding,public,clinkz_wot_core::PollServerBinding::start_activate,no-default|async-no-std|std,manual-poll,application-static,producer,BIND-STORAGE-001|BIND-ROUTE-001|BIND-PROGRESS-001,absent,add,frozen
poll_server_poll_activate,function,clinkz-wot-core,binding,public,clinkz_wot_core::PollServerBinding::poll_activate,no-default|async-no-std|std,manual-poll,application-static,producer,BIND-STORAGE-001|BIND-ROUTE-001|BIND-PROGRESS-001,absent,add,frozen
poll_server_poll_cancel_activate,function,clinkz-wot-core,binding,public,clinkz_wot_core::PollServerBinding::poll_cancel_activate,no-default|async-no-std|std,manual-poll,application-static,producer,BIND-STORAGE-001|BIND-ROUTE-001|BIND-CALL-CANCEL-001,absent,add,frozen
poll_server_start_commit,function,clinkz-wot-core,binding,public,clinkz_wot_core::PollServerBinding::start_commit,no-default|async-no-std|std,manual-poll,application-static,producer,BIND-STORAGE-001|BIND-ROUTE-001|BIND-PROGRESS-001,absent,add,frozen
poll_server_poll_commit,function,clinkz-wot-core,binding,public,clinkz_wot_core::PollServerBinding::poll_commit,no-default|async-no-std|std,manual-poll,application-static,producer,BIND-STORAGE-001|BIND-ROUTE-001|BIND-PROGRESS-001,absent,add,frozen
poll_server_poll_cancel_commit,function,clinkz-wot-core,binding,public,clinkz_wot_core::PollServerBinding::poll_cancel_commit,no-default|async-no-std|std,manual-poll,application-static,producer,BIND-STORAGE-001|BIND-ROUTE-001|BIND-CALL-CANCEL-001,absent,add,frozen
poll_server_poll_accept,function,clinkz-wot-core,binding,public,clinkz_wot_core::PollServerBinding::poll_accept,no-default|async-no-std|std,manual-poll,application-static,producer,BIND-STORAGE-001|BIND-ROUTE-001|BIND-MEM-001,absent,add,frozen
poll_server_start_abort,function,clinkz-wot-core,binding,public,clinkz_wot_core::PollServerBinding::start_abort,no-default|async-no-std|std,manual-poll,application-static,producer,BIND-STORAGE-001|BIND-ROUTE-001|BIND-CALL-CANCEL-001,absent,add,frozen
poll_server_poll_abort,function,clinkz-wot-core,binding,public,clinkz_wot_core::PollServerBinding::poll_abort,no-default|async-no-std|std,manual-poll,application-static,producer,BIND-STORAGE-001|BIND-ROUTE-001|BIND-CALL-CANCEL-001|BIND-PROGRESS-001,absent,add,frozen
poll_server_start_shutdown,function,clinkz-wot-core,binding,public,clinkz_wot_core::PollServerBinding::start_shutdown,no-default|async-no-std|std,manual-poll,application-static,producer,BIND-STORAGE-001|BIND-ROUTE-001|BIND-CALL-CANCEL-001,absent,add,frozen
poll_server_poll_shutdown,function,clinkz-wot-core,binding,public,clinkz_wot_core::PollServerBinding::poll_shutdown,no-default|async-no-std|std,manual-poll,application-static,producer,BIND-STORAGE-001|BIND-ROUTE-001|BIND-CALL-CANCEL-001|BIND-PROGRESS-001,absent,add,frozen
poll_server_acknowledge_route,function,clinkz-wot-core,binding,public,clinkz_wot_core::PollServerBinding::acknowledge_route,no-default|async-no-std|std,manual-poll,application-static,producer,BIND-STORAGE-001|BIND-ROUTE-001,absent,add,frozen
poll_server_start_response,function,clinkz-wot-core,binding,public,clinkz_wot_core::PollServerBinding::start_response,no-default|async-no-std|std,manual-poll,application-static,producer,BIND-STORAGE-001|BIND-DELIVERY-001,absent,add,frozen
poll_server_poll_response,function,clinkz-wot-core,binding,public,clinkz_wot_core::PollServerBinding::poll_response,no-default|async-no-std|std,manual-poll,application-static,producer,BIND-STORAGE-001|BIND-DELIVERY-001|BIND-PROGRESS-001,absent,add,frozen
poll_server_poll_cancel_response,function,clinkz-wot-core,binding,public,clinkz_wot_core::PollServerBinding::poll_cancel_response,no-default|async-no-std|std,manual-poll,application-static,producer,BIND-STORAGE-001|BIND-DELIVERY-001|BIND-CALL-CANCEL-001,absent,add,frozen
poll_server_acknowledge_response,function,clinkz-wot-core,binding,public,clinkz_wot_core::PollServerBinding::acknowledge_response,no-default|async-no-std|std,manual-poll,application-static,producer,BIND-STORAGE-001|BIND-DELIVERY-001,absent,add,frozen
poll_server_start_emission,function,clinkz-wot-core,binding,public,clinkz_wot_core::PollServerBinding::start_emission,no-default|async-no-std|std,manual-poll,application-static,producer,BIND-STORAGE-001|BIND-DELIVERY-001|PRODUCER-EMIT-001,absent,add,frozen
poll_server_poll_emission,function,clinkz-wot-core,binding,public,clinkz_wot_core::PollServerBinding::poll_emission,no-default|async-no-std|std,manual-poll,application-static,producer,BIND-STORAGE-001|BIND-DELIVERY-001|BIND-PROGRESS-001|PRODUCER-EMIT-001,absent,add,frozen
poll_server_poll_cancel_emission,function,clinkz-wot-core,binding,public,clinkz_wot_core::PollServerBinding::poll_cancel_emission,no-default|async-no-std|std,manual-poll,application-static,producer,BIND-STORAGE-001|BIND-DELIVERY-001|BIND-CALL-CANCEL-001,absent,add,frozen
poll_server_acknowledge_emission,function,clinkz-wot-core,binding,public,clinkz_wot_core::PollServerBinding::acknowledge_emission,no-default|async-no-std|std,manual-poll,application-static,producer,BIND-STORAGE-001|BIND-DELIVERY-001|PRODUCER-EMIT-001,absent,add,frozen
PollBindingCleanup,trait,clinkz-wot-core,binding,public,clinkz_wot_core::PollBindingCleanup,no-default|async-no-std|std,manual-poll,application-static,producer|consumer,BIND-STORAGE-001|BIND-CALL-CANCEL-001,absent,add,frozen
PollBindingCleanupState,type,clinkz-wot-core,binding,public,clinkz_wot_core::PollBindingCleanup::CleanupState,no-default|async-no-std|std,manual-poll,application-static,producer|consumer,BIND-STORAGE-001|BIND-MEM-001,absent,add,frozen
poll_binding_cleanup_state_layout,function,clinkz-wot-core,binding,public,clinkz_wot_core::PollBindingCleanup::cleanup_state_layout,no-default|async-no-std|std,manual-poll,application-static,producer|consumer,BIND-STORAGE-001|BIND-MEM-001,absent,add,frozen
poll_binding_start_cleanup,function,clinkz-wot-core,binding,public,clinkz_wot_core::PollBindingCleanup::start_cleanup,no-default|async-no-std|std,manual-poll,application-static,producer|consumer,BIND-STORAGE-001|BIND-CALL-CANCEL-001,absent,add,frozen
poll_binding_poll_cleanup,function,clinkz-wot-core,binding,public,clinkz_wot_core::PollBindingCleanup::poll_cleanup,no-default|async-no-std|std,manual-poll,application-static,producer|consumer,BIND-STORAGE-001|BIND-CALL-CANCEL-001|BIND-PROGRESS-001,absent,add,frozen
poll_binding_acknowledge_cleanup,function,clinkz-wot-core,binding,public,clinkz_wot_core::PollBindingCleanup::acknowledge_cleanup,no-default|async-no-std|std,manual-poll,application-static,producer|consumer,BIND-STORAGE-001|BIND-CALL-CANCEL-001,absent,add,frozen
HostBindingRegistration,registration,clinkz-wot-core,binding,public,clinkz_wot_core::HostBindingRegistration,std,host-async,gateway-default-v1,producer|consumer,BIND-REG-001|BIND-MEM-001|PLAN-ARTIFACT-001,absent,add,frozen
host_binding_registration_new,function,clinkz-wot-core,binding,public,clinkz_wot_core::HostBindingRegistration::new,std,host-async,gateway-default-v1,producer|consumer,BIND-REG-001|BIND-MEM-001|PLAN-ARTIFACT-001,absent,add,frozen
StaticBindingRegistration,registration,clinkz-wot-core,binding,public,clinkz_wot_core::StaticBindingRegistration,no-default|async-no-std|std,manual-poll,application-static,producer|consumer,BIND-REG-001|BIND-STORAGE-001|BIND-MEM-001|PLAN-ARTIFACT-001,absent,add,frozen
static_binding_registration_new,function,clinkz-wot-core,binding,public,clinkz_wot_core::StaticBindingRegistration::new,no-default|async-no-std|std,manual-poll,application-static,producer|consumer,BIND-REG-001|BIND-STORAGE-001|BIND-MEM-001|PLAN-ARTIFACT-001,absent,add,frozen
ServerBindingRegistration,registration,clinkz-wot-core,binding,public,clinkz_wot_core::ServerBindingRegistration,std,host-async,gateway-default-v1,producer,BIND-REG-001,absent,remove,removed
ClientBindingRegistration,registration,clinkz-wot-core,binding,public,clinkz_wot_core::ClientBindingRegistration,std,host-async,gateway-default-v1,consumer,BIND-REG-001,absent,remove,removed
StaticServerBindingRegistration,registration,clinkz-wot-core,binding,public,clinkz_wot_core::StaticServerBindingRegistration,no-default|async-no-std|std,manual-poll,application-static,producer,BIND-REG-001,absent,remove,removed
StaticClientBindingRegistration,registration,clinkz-wot-core,binding,public,clinkz_wot_core::StaticClientBindingRegistration,no-default|async-no-std|std,manual-poll,application-static,consumer,BIND-REG-001,absent,remove,removed
ProtocolBinding,trait,clinkz-wot-core,binding,public,clinkz_wot_core::ProtocolBinding,no-default|async-no-std|std,all,all,producer|consumer,BIND-REG-001,absent,remove,removed
ClientBindingFactory,trait,clinkz-wot-core,binding,public,clinkz_wot_core::ClientBindingFactory,std,host-async,gateway-default-v1,consumer,BIND-REG-001,absent,remove,removed
BindingDispatch,trait,clinkz-wot-core,binding,public,clinkz_wot_core::BindingDispatch,std,host-async,gateway-default-v1,producer,BIND-ROUTE-001,absent,remove,removed
ServerRouteGuard,type,clinkz-wot-core,binding,public,clinkz_wot_core::ServerRouteGuard,std,host-async,gateway-default-v1,producer,BIND-ROUTE-001,absent,remove,removed
ActiveRouteGuard,type,clinkz-wot-core,binding,public,clinkz_wot_core::ActiveRouteGuard,std,host-async,gateway-default-v1,producer,BIND-ROUTE-001,absent,remove,removed
RouteReadinessDriver,trait,clinkz-wot-core,binding,public,clinkz_wot_core::RouteReadinessDriver,std,host-async,gateway-default-v1,producer,BIND-ROUTE-001,absent,remove,removed
RouteReadinessToken,type,clinkz-wot-core,binding,public,clinkz_wot_core::RouteReadinessToken,std,host-async,gateway-default-v1,producer,BIND-ROUTE-001,absent,remove,removed
RouteReadinessStatus,type,clinkz-wot-core,binding,public,clinkz_wot_core::RouteReadinessStatus,no-default|async-no-std|std,all,all,producer,BIND-ROUTE-001,absent,remove,removed
BindingCallFootprint,type,clinkz-wot-core,binding,public,clinkz_wot_core::BindingCallFootprint,std,host-async,gateway-default-v1,producer|consumer,BIND-MEM-001,absent,remove,removed
RuntimeEventSinkConfig,type,clinkz-wot-core,binding,public,clinkz_wot_core::RuntimeEventSinkConfig,std,host-async,gateway-default-v1,producer,CAP-STATUS-001,absent,remove,removed
BindingFuture,type,clinkz-wot-core,binding,public,clinkz_wot_core::BindingFuture,std,host-async,gateway-default-v1,producer|consumer,HOST-ASYNC-001,absent,remove,removed
BindingDrivingMode,type,clinkz-wot-core,binding,public,clinkz_wot_core::BindingDrivingMode,no-default|async-no-std|std,all,all,producer,BIND-ROUTE-001,absent,remove,removed
ServerFormContributor,trait,clinkz-wot-core,form_contribution,public,clinkz_wot_core::ServerFormContributor,no-default|async-no-std|std,all,all,producer,FORM-FINALIZE-001,absent,add,frozen
AffordanceFormRequirement,type,clinkz-wot-core,form_contribution,public,clinkz_wot_core::AffordanceFormRequirement,no-default|async-no-std|std,all,all,producer,FORM-FINALIZE-001,absent,add,frozen
FormContributionContext,type,clinkz-wot-core,form_contribution,public,clinkz_wot_core::FormContributionContext,no-default|async-no-std|std,all,all,producer,FORM-FINALIZE-001,absent,add,frozen
FormContribution,type,clinkz-wot-core,form_contribution,public,clinkz_wot_core::FormContribution,no-default|async-no-std|std,all,all,producer,FORM-FINALIZE-001,absent,add,frozen
FormContributionCapability,type,clinkz-wot-core,form_contribution,public,clinkz_wot_core::FormContributionCapability,no-default|async-no-std|std,all,all,producer,FORM-FINALIZE-001,absent,add,frozen
EndpointReservationKey,type,clinkz-wot-core,form_contribution,public,clinkz_wot_core::EndpointReservationKey,no-default|async-no-std|std,all,all,producer,FORM-OWNER-001,absent,add,frozen
CollisionDomainId,type,clinkz-wot-core,form_contribution,public,clinkz_wot_core::CollisionDomainId,no-default|async-no-std|std,all,all,producer,FORM-OWNER-001,absent,add,frozen
Subscription,type,clinkz-wot-servient,subscription,public,clinkz_wot_servient::Subscription,std,host-async,gateway-default-v1,consumer,BIND-PROGRESS-001|STATE-SUB-001|HANDLE-DROP-001,core/src/event.rs,relocate,frozen
StaticSubscription,type,clinkz-wot-servient,subscription,public,clinkz_wot_servient::StaticSubscription,no-default|async-no-std|std,manual-poll,application-static,consumer,BIND-PROGRESS-001|STATE-SUB-001|HANDLE-DROP-001,absent,add,frozen
SubscriptionGuard,trait,clinkz-wot-core,subscription,public,clinkz_wot_core::SubscriptionGuard,std,host-async,gateway-default-v1,consumer,STATE-SUB-001,core/src/outbound.rs,remove,removed
SubscriptionState,type,clinkz-wot-core,subscription,public,clinkz_wot_core::SubscriptionState,no-default|async-no-std|std,all,all,consumer,STATE-SUB-001,absent,add,frozen
SubscriptionRecord,state_record,clinkz-wot-servient,subscription,crate,-,no-default|async-no-std|std,all,all,consumer,BIND-PROGRESS-001|STATE-SUB-001|HANDLE-DROP-001|BIND-CALL-CANCEL-001|BIND-MEM-001,absent,add,frozen
RuntimeEvent,type,clinkz-wot-core,runtime_event,public,clinkz_wot_core::RuntimeEvent,no-default|async-no-std|std,all,all,all,CAP-STATUS-001,absent,add,frozen
